1,500,500,22
20,338,524,1
289,297,531,1
57,275,527,1
87,271,514,1
469,231,527,1
447,233,529,1
422,240,552,1
217,262,554,1
365,235,557,1
122,222,572,1
47,205,512,1
341,186,516,1
378,175,561,1
455,149,566,1
83,139,541,1
334,127,530,1
207,92,529,1
299,79,536,1
275,68,549,1
409,49,564,1
501,37,580,1
263,44,591,1
368,34,593,1
495,31,623,1
427,92,562,1
466,62,519,1
258,40,507,1
453,27,513,1
347,13,512,1
406,11,513,1
294,10,513,1
487,11,504,1
281,432,519,2
322,310,576,2
58,303,571,2
339,297,575,2
239,255,573,2
218,258,600,2
168,228,622,2
338,218,615,2
264,189,622,2
477,171,610,2
11,171,615,2
204,163,620,2
443,161,642,2
198,116,639,2
489,102,614,2
311,92,664,2
509,94,663,2
504,119,675,2
152,66,699,2
512,46,689,2
345,57,672,2
56,17,647,2
282,17,636,2
358,330,606,3
384,313,597,3
335,306,597,3
235,289,633,3
396,270,627,3
484,266,647,3
360,242,665,3
478,191,686,3
302,164,684,3
366,154,673,3
485,130,680,3
272,106,709,3
305,110,712,3
296,116,727,3
303,121,722,3
130,131,720,3
442,145,717,3
475,173,708,3
493,101,747,3
346,88,728,3
510,85,721,3
128,58,704,3
372,46,784,3
109,24,791,3
315,2,770,3
120,428,548,4
377,347,601,4
355,349,606,4
304,311,625,4
445,302,650,4
284,284,656,4
98,279,646,4
274,266,653,4
494,225,682,4
306,204,724,4
301,184,727,4
298,183,733,4
400,182,718,4
413,169,720,4
259,160,733,4
254,156,745,4
340,154,759,4
160,141,772,4
364,131,744,4
97,125,757,4
349,112,761,4
444,76,787,4
195,11,860,4
356,343,632,5
407,335,642,5
141,305,670,5
456,279,673,5
363,270,682,5
457,269,700,5
209,252,718,5
308,242,728,5
297,228,732,5
414,226,744,5
300,219,717,5
454,176,751,5
399,179,769,5
404,185,776,5
354,168,777,5
94,135,789,5
439,130,804,5
435,123,806,5
470,146,811,5
16,112,811,5
320,37,884,5
214,30,899,5
161,411,593,6
496,371,640,6
362,359,634,6
375,353,642,6
380,348,658,6
351,359,663,6
260,353,665,6
482,339,655,6
361,330,661,6
491,303,683,6
35,294,710,6
336,267,712,6
390,238,748,6
223,234,746,6
468,228,762,6
278,216,764,6
381,188,796,6
307,179,790,6
194,185,815,6
432,181,846,6
10,146,846,6
286,131,872,6
353,118,871,6
158,87,942,6
189,252,789,6
480,321,708,6
387,455,570,7
59,415,624,7
367,410,622,7
329,387,643,7
513,375,659,7
283,365,669,7
502,374,696,7
252,357,700,7
319,351,703,7
328,340,694,7
411,308,730,7
277,328,752,7
374,333,755,7
433,332,761,7
183,305,771,7
317,273,795,7
202,254,796,7
112,258,823,7
324,242,839,7
295,263,861,7
199,185,898,7
452,170,895,7
95,117,954,7
255,189,916,7
426,476,556,8
421,467,625,8
343,421,630,8
151,419,642,8
459,428,661,8
32,417,680,8
440,429,696,8
511,437,708,8
458,427,710,8
359,383,717,8
436,372,727,8
474,366,745,8
451,376,751,8
386,390,737,8
376,411,768,8
253,406,772,8
410,365,805,8
135,351,829,8
5,326,818,8
441,337,809,8
132,376,831,8
107,322,894,8
86,339,957,8
184,327,985,8
172,308,992,8
139,267,968,8
408,378,697,8
483,502,561,9
270,502,601,9
220,491,605,9
268,488,618,9
110,482,626,9
119,491,640,9
256,498,652,9
212,504,676,9
266,484,682,9
115,475,692,9
492,484,712,9
446,458,725,9
321,439,752,9
26,425,827,9
174,415,835,9
382,453,855,9
190,441,883,9
64,446,909,9
251,460,949,9
33,483,987,9
234,484,988,9
126,402,994,9
127,491,870,9
216,460,653,9
74,465,648,9
153,522,581,10
423,513,635,10
467,522,638,10
285,515,661,10
332,506,675,10
391,519,690,10
488,523,688,10
371,557,731,10
350,589,737,10
448,574,742,10
178,550,782,10
188,529,801,10
78,581,824,10
370,601,803,10
389,617,795,10
227,560,874,10
171,577,949,10
