1,0,76,1
18,18,90,1
20,22,92,1
49,18,88,1
45,22,90,1
3,17,83,1
33,20,84,1
1,0,76,2
29,20,84,2
50,30,76,2
35,32,74,2
1,0,76,3
41,28,74,3
26,76,68,3
15,86,64,3
16,28,72,3
19,82,64,3
25,94,62,3
44,90,62,3
31,76,64,3
8,75,63,3
28,90,58,3
17,88,58,3
1,0,76,4
43,86,58,4
11,86,58,4
4,85,57,4
7,25,69,4
42,63,35,4
32,63,33,4
48,59,35,4
34,59,31,4
1,0,76,5
23,59,29,5
13,59,27,5
39,57,27,5
10,56,26,5
24,52,24,5
40,68,6,5
30,50,22,5
36,48,24,5
1,0,76,6
47,62,8,6
27,66,2,6
14,64,2,6
5,47,21,6
2,59,1,6
22,10,24,6
38,10,8,6
1,0,76,7
46,6,28,7
12,8,8,7
21,6,10,7
9,3,7,7
37,2,30,7
6,1,21,7
